report_class_id,field_key,field_title,field_type,field_key exists in field_key_library?,field_key_definition
ZumbroARMHSNoteReport,plan,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
ZumbroSkillsTrainingProgressNoteReport,data,Data,textarea,TRUE,"The Field ‘data' contains the main topics covered in the session. This field is like a summary of the session and can cover a wide array of topics, but should focus primarily on the topics discussed, and less on things outside the session such as planning and homework. Most likely will contain the topics brought up by the client, interactions between therapist and client, client’s state and treatment goals."
ZumbroSkillsTrainingProgressNoteReport,intervention,Intervention and Session Content,textarea,TRUE,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
ZumbroSkillsTrainingProgressNoteReport,response,Client Response,textarea,FALSE,
ZumbroSkillsTrainingProgressNoteReport,progress,Progress to Date,textarea,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
ZumbroSkillsTrainingProgressNoteReport,barriers,Barriers to Treatment and Significant Observations,textarea,FALSE,
ZumbroSkillsTrainingProgressNoteReport,plan,Plan,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
ZumbroZVProgressNoteReport,progress,Progress Note,textarea,TRUE,"This field contains information on the client’s progress toward their treatment goals or objectives, including their current state, actions taken, improvements or achievements, and ongoing struggles and difficulties."
AdvocatesCollateralReport,Summary,Summary of treatment goals/objectives/interventions addressed with this contact:,textarea,TRUE,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.
AlaskaAddictionProgressNoteReport,note,Notes,textarea,FALSE,
AltaClinicalProgressNoteReport,G_Addressed,Goal Addressed,textarea,FALSE,
AltaClinicalProgressNoteReport,S_Changes,Significant changes that have occurred since last visit.,textarea,FALSE,
AltaClinicalProgressNoteReport,Intervention,,checkbox,TRUE,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
